"name","title","gender","age","culture","dateOfBirth","house","father","mother","heir","spouse","book1","book2","book3","book4","book5","isAliveMother","isAliveFather","isAliveHeir","isAliveSpouse","isMarried","isNoble","numDeadRelations","popularity","deadOrAlive"
"Minisa Whent","Riverrun","female",NA,"Rivermen",NA,"House Whent","","","","Hoster Tully",1,1,1,0,0,NA,NA,NA,0,1,1,0,0.0434782608695652,"alive"
"Mordane","Septa","female",NA,"",NA,"House Stark","","","","",1,1,1,0,0,NA,NA,NA,NA,0,0,0,0.103678929765886,"dead"
"Murenmure","Maester","male",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Myles","Maester","male",NA,"",NA,"House Martell","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Mors Martell","Sandship","female",NA,"Dornish",NA,"House Martell","","","","Nymeria",1,0,0,1,0,NA,NA,NA,1,1,1,0,0.0535117056856187,"alive"
"Mya Stone","","female",26,"",279,"House Royce of the Gates of the Moon","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.120401337792642,"alive"
"Myrcella Baratheon","Princess","female",15,"",290,"House Baratheon of King's Landing","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,5,0.561872909698996,"alive"
"Nestor Royce","Keeper of the Gates of the Moon","male",NA,"",NA,"House Royce of the Gates of the Moon","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0869565217391304,"alive"
"Nute","Lord of Oakenshield","male",NA,"Ironborn",NA,"House Greyjoy","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0501672240802675,"alive"
"Nymeria Sand","","female",31,"Dornishmen",274,"House Martell","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,1,0.377926421404682,"alive"
"Nymeria","PrincessQueen","female",NA,"Rhoynar",NA,"House Martell","","","","Mors Martell",1,1,0,1,1,NA,NA,NA,1,1,1,0,0.197324414715719,"alive"
"Oberyn Martell","Ser","male",43,"Dornishmen",257,"House Martell","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,5,0.77257525083612,"dead"
"Obella Sand","","female",18,"Dornishmen",287,"House Martell","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,1,0.103678929765886,"alive"
"Olenna Redwyne","Highgarden","female",77,"",228,"House Redwyne","","","","Luthor Tyrell",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.2876254180602,"alive"
"Mychel Redfort","Ser","male",NA,"Valemen",NA,"House Redfort","","","","Ysilla Royce",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.0702341137123745,"alive"
"Orwyle","Grand Maester","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.254180602006688,"alive"
"Osha","","male",NA,"Free folk",NA,"House Stark","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.250836120401337,"alive"
"Osfryd Kettleblack","Ser","male",NA,"",NA,"House Kettleblack","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0869565217391304,"alive"
"Osney Kettleblack","Ser","male",NA,"",NA,"House Kettleblack","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.123745819397993,"alive"
"Orys Baratheon","Storm's End","male",NA,"",NA,"House Baratheon","","","","Argella Durrandon",1,0,0,0,0,NA,NA,NA,1,1,1,5,0.48829431438127,"dead"
"Osmund Kettleblack","Ser","male",NA,"",NA,"House Kettleblack","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.170568561872909,"alive"
"Othell Yarwyck","First Builder","male",NA,"",NA,"House Yarwyck","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0635451505016722,"alive"
"Oswell Whent","Ser","male",NA,"Rivermen",NA,"House Whent","","","","",1,0,1,0,1,NA,NA,NA,NA,0,1,1,0.0802675585284281,"dead"
"Otto Hightower","Ser","male",NA,"",NA,"House Hightower","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.371237458193979,"dead"
"Patchface","","male",NA,"",NA,"House Baratheon of Dragonstone","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.107023411371237,"alive"
"Paxter Redwyne","Arbor","male",NA,"",NA,"House Redwyne","","","","Mina Tyrell",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.511705685618729,"alive"
"Pearse Caron","Nightsong","male",NA,"",NA,"House Caron","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Petyr Frey","","male",19,"",281,"House Frey","","","","Mylenda Caron",0,1,1,1,0,NA,NA,NA,1,1,0,0,0.177257525083612,"dead"
"Pia","","female",NA,"",NA,"House Whent","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0468227424749163,"alive"
"Podrick Payne","","male",19,"",286,"House Payne","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.290969899665551,"alive"
"Preston Greenfield","Ser","male",NA,"Westermen",NA,"House Greenfield","","","","",1,1,1,1,0,NA,NA,NA,NA,0,1,0,0.0936454849498327,"dead"
"Polliver","Castellan of Harrenhal","male",NA,"",NA,"House Clegane","","","","",0,1,1,1,0,NA,NA,NA,NA,0,1,0,0.0769230769230769,"dead"
"Pyat Pree","Warlock","female",NA,"",NA,"Undying Ones","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0969899665551839,"alive"
"Pylos","Maester","male",32,"",273,"","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0568561872909698,"alive"
"Pycelle","Grand Maester","male",84,"",216,"House Lannister","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.638795986622073,"dead"
"Qhorin Halfhand","","male",NA,"",NA,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.210702341137123,"dead"
"Qotho","Bloodrider","male",NA,"Dothraki",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0635451505016722,"dead"
"Quentyn Martell","Ser","male",19,"Dornishmen",281,"House Martell","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.551839464882943,"dead"
"Ralf Stonehouse","Red Jester","male",NA,"Ironborn",NA,"House Stonehouse","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0334448160535117,"alive"
"Ramsay Snow","Lord of the Hornwood","male",23,"Northmen",282,"House Bolton of the Dreadfort","","","","Donella Hornwood",0,1,1,1,1,NA,NA,NA,0,1,1,1,0.461538461538461,"alive"
"Randyll Tarly","Horn Hill","male",NA,"",NA,"House Tarly","","","","Melessa Florent",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.618729096989966,"alive"
"Raymun Fossoway","Ser","male",NA,"",NA,"House Fossoway of New Barrel","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.040133779264214,"alive"
"Raymun Darry","Darry","male",NA,"",NA,"House Darry","","","","",1,0,1,1,0,NA,NA,NA,NA,0,1,0,0.0769230769230769,"dead"
"Ravella Swann","Acorn Hall","female",NA,"",NA,"House Swann","","","","Theomar Smallwood",0,0,1,1,0,NA,NA,NA,1,1,1,0,0.060200668896321,"alive"
"Small Paul","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0267558528428093,"dead"
"Tristifer Botley","Lordsport","male",NA,"Ironborn",NA,"House Botley","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.120401337792642,"alive"
"Styr","Magnar of Thenn","male",NA,"Free Folk",NA,"Thenn","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.140468227424749,"dead"
"Rat Cook","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,0,1,NA,NA,NA,NA,0,0,0,0.0568561872909698,"alive"
"Prendahl na Ghezn","","male",NA,"Ghiscari",NA,"Stormcrows","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.040133779264214,"dead"
"Ulmer","","male",NA,"",NA,"Kingswood Brotherhood","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0535117056856187,"alive"
"Oznak zo Pahl","","male",NA,"Meereen",NA,"House of Pahl","","","","",0,0,1,0,1,NA,NA,NA,NA,0,0,0,0.0568561872909698,"dead"
"Aegon Blackfyre","","male",12,"Valyrian",184,"House Blackfyre","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,2,0.0836120401337792,"dead"
"Addam Velaryon","Ser","male",16,"Valyrian",114,"House Velaryon","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.107023411371237,"dead"
"Aegon V Targaryen","","male",NA,"",NA,"","Maekar I Targaryen","Dyanna Dayne","Duncan Targaryen","",0,0,0,0,0,1,0,0,NA,0,0,7,0.695652173913043,"dead"
"Aemon Blackfyre","","male",12,"Valyrian",184,"House Blackfyre","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,2,0.0869565217391304,"dead"
"Aeron Greyjoy","Golden Storm","male",36,"Ironmen",269,"House Greyjoy","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,4,0.45819397993311,"alive"
"Alfyn","","male",NA,"Free Folk",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"dead"
"Alannys Harlaw","Iron Islands","female",NA,"Ironborn",NA,"House Greyjoy","","","","Balon Greyjoy",1,1,0,1,1,NA,NA,NA,0,1,1,0,0.237458193979933,"alive"
"Alayaya","","female",23,"",282,"Chataya's brothel","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0769230769230769,"alive"
"Alyn","","male",NA,"",NA,"House Stark","","","","",1,1,1,0,1,NA,NA,NA,NA,0,0,0,0.0735785953177257,"dead"
"Alliser Thorne","Ser","male",NA,"",NA,"House Thorne","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.23076923076923,"alive"
"Alester Florent","Brightwater","male",NA,"",NA,"House Florent","","","","Melara Crane",0,1,1,0,1,NA,NA,NA,1,1,1,0,0.327759197324414,"dead"
"Alysane Mormont","","female",32,"Northmen",273,"House Mormont","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0702341137123745,"alive"
"Alerie Hightower","Highgarden","female",48,"",257,"House Hightower","","","","Mace Tyrell",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.227424749163879,"alive"
"Anguy","","male",NA,"",NA,"Brotherhood without banners","","","","",1,0,1,1,0,NA,NA,NA,NA,0,0,0,0.130434782608695,"alive"
"Andrik","Lord of Southshield","male",NA,"Ironborn",NA,"House Drumm","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0434782608695652,"alive"
"Amory Lorch","Ser","male",NA,"",NA,"House Lorch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.277591973244147,"dead"
"Archibald Yronwood","Ser","male",NA,"",NA,"House Yronwood","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.140468227424749,"alive"
"Arlan of Pennytree","Ser","male",60,"",149,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.103678929765886,"dead"
"Areo Hotah","Sunspear","male",48,"Norvos",257,"House Martell","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.25752508361204,"alive"
"Arwyn Oakheart","Old Oak","male",NA,"",NA,"House Oakheart","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0367892976588628,"alive"
"Arthur Dayne","Ser","male",NA,"Dornishmen",NA,"House Dayne","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.153846153846153,"dead"
"Arys Oakheart","Ser","male",NA,"Reach",NA,"House Oakheart","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.34448160535117,"dead"
"Ashara Dayne","","female",NA,"",NA,"House Dayne","","","","",1,1,1,0,1,NA,NA,NA,NA,0,0,0,0.0936454849498327,"dead"
"Aron Santagar","Ser","male",NA,"Dornish",NA,"House Santagar","","","","",1,1,0,1,0,NA,NA,NA,NA,0,1,0,0.0668896321070234,"dead"
"Asha Greyjoy","Black Wind","female",30,"Ironborn",275,"House Greyjoy","","","","Erik Ironmaker",1,1,0,1,1,NA,NA,NA,1,1,1,0,0.709030100334448,"alive"
"Azor Ahai","","female",NA,"Asshai",NA,"","","","","Nissa Nissa",0,1,1,1,1,NA,NA,NA,1,1,0,0,0.11705685618729,"alive"
"Bael the Bard","King-Beyond-the-Wall","male",NA,"Free folk",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Baelor Blacktyde","Blacktyde","male",NA,"Ironborn",NA,"House Blacktyde","","","","",0,1,1,1,0,NA,NA,NA,NA,0,1,0,0.060200668896321,"dead"
"Balon Greyjoy","","male",NA,"",NA,"","Quellon Greyjoy","","Theon Greyjoy","",0,0,0,0,0,NA,0,1,NA,0,0,4,0.739130434782608,"dead"
"Ballabar","Maester","male",NA,"",NA,"House Redwyne","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0301003344481605,"alive"
"Baelor I Targaryen","","male",NA,"",NA,"","Aegon III Targaryen","Daenaera Velaryon","","",0,0,0,0,0,1,0,NA,NA,0,0,9,0.501672240802675,"dead"
"Balon Swann","Ser","male",NA,"Stormlander",NA,"House Swann","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.311036789297658,"alive"
"Barba Bracken","","female",100,"",155,"House Bracken","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0501672240802675,"dead"
"Barristan Selmy","Ser","male",69,"Westeros",236,"House Selmy","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,1,"alive"
"Barbrey Dustin","Barrowton","female",NA,"Northmen",NA,"House Ryswell","","","","Willam Dustin",0,0,0,1,1,NA,NA,NA,0,1,1,0,0.163879598662207,"alive"
"Bellegere Otherys","","female",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.040133779264214,"alive"
"Beardless Dick","","female",NA,"",NA,"Brotherhood Without Banners","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Belwas","","male",NA,"Meereenese",NA,"House Targaryen","","","","",0,1,1,1,1,NA,NA,NA,NA,0,0,0,0.1438127090301,"alive"
"Benjen Stark","First Ranger","male",38,"Northmen",267,"House Stark","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,5,0.40133779264214,"alive"
"Bethany Bracken","","female",22,"",156,"House Bracken","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0301003344481605,"dead"
"Beric Dondarrion","Lord of Blackhaven","male",23,"",276,"","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.434782608695652,"dead"
"Biter","","male",NA,"",NA,"Brave Companions","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.127090301003344,"dead"
"Bluetooth","","male",NA,"Ironborn",NA,"House Greyjoy","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Brandon Norrey","The NorreyLord Norrey","male",NA,"Northern mountain clans",NA,"House Norrey","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0301003344481605,"alive"
"Bowen Marsh","Lord Steward","male",NA,"",NA,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.254180602006688,"alive"
"Bonifer Hasty","Ser","male",NA,"",NA,"House Hasty","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0535117056856187,"alive"
"Bran the Builder","King of Winter","female",NA,"First Men",NA,"House Stark","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0903010033444816,"alive"
"Brynden Rivers","Ser","male",77,"Valyrian",175,"House Targaryen","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,4,0.605351170568561,"dead"
"Brynden Tully","Ser","male",63,"Rivermen",242,"House Tully","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,5,0.341137123745819,"alive"
"Caleotte","Maester","male",NA,"",NA,"House Martell","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.040133779264214,"alive"
"Cassella Vaith","Vaith","female",NA,"Dornishmen",NA,"House Vaith","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Cellador","Septon","male",NA,"",NA,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0334448160535117,"alive"
"Chella","","female",NA,"Vale mountain clans",NA,"Black Ears","","","","",1,1,1,0,0,NA,NA,NA,NA,0,0,0,0.0367892976588628,"alive"
"Cletus Yronwood","Ser","male",NA,"",NA,"House Yronwood","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0702341137123745,"dead"
"Colemon","Maester","male",NA,"",NA,"House Arryn","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0668896321070234,"alive"
"Corlys Velaryon","Lord of the Tides","male",79,"Valyrian",53,"House Velaryon","","","","Rhaenys Targaryen",0,0,0,0,0,NA,NA,NA,0,1,1,0,0.525083612040133,"dead"
"Criston Cole","Ser","male",48,"Stormlands",82,"House Cole","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.505016722408026,"dead"
"Daemon I Blackfyre","Ser","male",26,"Valyrian",170,"House Blackfyre","","","","Rohanne of Tyrosh",0,0,0,0,0,NA,NA,NA,1,1,1,0,0,"dead"
"Daemon Targaryen","Commander of the City Watch","male",49,"Valyrian",81,"House Targaryen","","","","Rhea Royce",0,0,0,0,0,NA,NA,NA,0,1,1,5,0.668896321070234,"dead"
"Danny Flint","","female",NA,"Northmen",NA,"House Flint","","","","",0,0,1,0,1,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Daven Lannister","Ser","male",32,"Westerman",273,"House Lannister","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.207357859531772,"alive"
"Dick Crabb","","male",NA,"",NA,"House Crabb","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0702341137123745,"dead"
"Donal Noye","","male",56,"",244,"House Baratheon","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.140468227424749,"dead"
"Domeric Bolton","","male",18,"Northmen",279,"House Bolton","","","","",0,1,0,1,1,NA,NA,NA,NA,0,0,0,0.0903010033444816,"dead"
"Davos Seaworth","Ser","male",45,"Westeros",260,"House Seaworth","","","","Marya Seaworth",0,1,1,1,1,NA,NA,NA,1,1,1,1,0.969899665551839,"alive"
"Doreah","","female",-277980,"Lysene",278279,"House Targaryen","","","","",1,1,0,0,1,NA,NA,NA,NA,0,0,0,0.110367892976588,"dead"
"Dorea Sand","","female",14,"Dornishmen",291,"House Martell","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,1,0.103678929765886,"alive"
"Dywen","","male",NA,"",NA,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0936454849498327,"alive"
"Eddard Karstark","","male",NA,"Northmen",NA,"House Karstark","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0735785953177257,"dead"
"Elia Sand","","female",20,"Dornishmen",285,"House Martell","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,1,0.11705685618729,"alive"
"Edmure Tully","Ser","male",38,"Rivermen",267,"House Tully","","","","Roslin Frey",1,1,1,1,1,NA,NA,NA,1,1,1,8,0.655518394648829,"alive"
"Elia Martell","Princess","female",27,"",256,"","","","","Rhaegar Targaryen",1,1,1,1,1,NA,NA,NA,0,1,1,7,0.441471571906354,"dead"
"Emmon Cuy","Ser","male",NA,"",NA,"House Cuy","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0.0367892976588628,"dead"
"Eleyna Westerling","","female",18,"",287,"House Westerling","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0468227424749163,"alive"
"Falena Stokeworth","Harrenhal","male",100,"",125,"House Stokeworth","","","","Lucas Lothston",0,0,0,0,0,NA,NA,NA,1,1,1,0,0.0234113712374581,"dead"
"Falia Flowers","","female",24,"",281,"House Hewett","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Eustace Osgrey","Knight","male",NA,"",NA,"House Osgrey","","","","Rohanne Webber",0,0,0,0,0,NA,NA,NA,0,1,1,0,0.147157190635451,"alive"
"Farlen","","male",NA,"",NA,"House Stark","","","","",1,1,1,0,1,NA,NA,NA,NA,0,0,0,0.0568561872909698,"dead"
"Falyse Stokeworth","","female",35,"",265,"House Stokeworth","","","","Balman Byrch",0,1,1,1,1,NA,NA,NA,0,1,0,1,0.100334448160535,"dead"
"Galazza Galare","Green Grace","female",88,"Ghiscari",217,"Graces","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0903010033444816,"alive"
"Emmond","","male",NA,"Ironborn",NA,"Drowned men","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Garth Hightower","Ser","female",NA,"",NA,"House Hightower","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0501672240802675,"alive"
"Gared","","male",66,"",231,"Night's Watch","","","","",1,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0936454849498327,"dead"
"Genna Lannister","Lady","female",60,"",245,"","","","","Emmon Frey",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.217391304347826,"alive"
"Garlan Tyrell","Ser","male",28,"",277,"House Tyrell of Brightwater Keep","","","","Leonette Fossoway",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.327759197324414,"alive"
"Gerion Lannister","","male",36,"",255,"House Lannister","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.140468227424749,"dead"
"Gevin Harlaw","","female",NA,"Ironborn",NA,"House Harlaw","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"dead"
"Gerold Dayne","Ser","male",35,"Dorne",270,"House Dayne of High Hermitage","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.107023411371237,"alive"
"Godry Farring","Ser","male",NA,"",NA,"House Farring","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0635451505016722,"alive"
"Gorold Goodbrother","Lord of Hammerhorn","male",NA,"Ironborn",NA,"House Goodbrother","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,0,0.0802675585284281,"alive"
"Grenn","","male",24,"Westeros",281,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.204013377926421,"alive"
"Grey Worm","","male",NA,"",NA,"Unsullied","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.140468227424749,"alive"
"Greenbeard","","male",NA,"Tyroshi",NA,"Brotherhood without banners","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0367892976588628,"alive"
"Groleo","[1]","female",NA,"Pentoshi",NA,"House Targaryen","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.110367892976588,"dead"
"Grunt","","male",NA,"Northmen",NA,"House Bolton","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Gregor Clegane","Ser","male",35,"",265,"House Clegane","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,1,0.836120401337792,"dead"
"Gylbert Farwynd","Lonely Light","male",NA,"Ironborn",NA,"House Farwynd of the Lonely Light","","","","",0,0,1,1,1,NA,NA,NA,NA,0,1,0,0.040133779264214,"alive"
"Guyard Morrigen","Ser","male",21,"",278,"House Morrigen","","","","",0,1,0,0,1,NA,NA,NA,NA,0,1,0,0.0635451505016722,"dead"
"Hallyne","LordWisdom","male",NA,"",NA,"Alchemists' Guild","","","","",0,1,1,1,0,NA,NA,NA,NA,0,1,0,0.0869565217391304,"alive"
"Haggo","Bloodrider","male",NA,"Dothraki",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0334448160535117,"dead"
"Hazzea","","female",5,"Ghiscari",295,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0434782608695652,"dead"
"Hizdahr zo Loraq","","male",NA,"Ghiscari",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.444816053511705,"alive"
"Harma","","female",NA,"Wildlings",NA,"","","","","",0,1,1,0,1,NA,NA,NA,NA,0,0,0,0.0535117056856187,"dead"
"Harry Strickland","Captain-General","male",NA,"",NA,"House Strickland","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0769230769230769,"alive"
"Harys Swyft","Knight","male",NA,"",NA,"House Swyft","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,1,0.451505016722408,"alive"
"Harwin","","female",34,"Northmen",271,"House Stark","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.130434782608695,"alive"
"Hobb","","male",NA,"",NA,"Night's Watch","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0434782608695652,"alive"
"High Sparrow","High Septon","male",NA,"",NA,"Faith of the Seven","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.167224080267558,"alive"
"Hot Pie","","female",NA,"",NA,"","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.183946488294314,"alive"
"Howland Reed","Greywater Watch","male",45,"Crannogmen",260,"House Reed","","","","Jyana",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.177257525083612,"alive"
"Holly","","male",17,"Free Folk",283,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0568561872909698,"dead"
"Hugh","Ser","male",NA,"Valemen",NA,"House Arryn","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0635451505016722,"dead"
"Hyle Hunt","Ser","female",NA,"",NA,"House Hunt","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.103678929765886,"alive"
"Hoster Tully","Lord Paramount of the Trident","male",62,"Rivermen",237,"House Tully","","","","Minisa Whent",1,1,1,1,1,NA,NA,NA,1,1,1,6,0.331103678929765,"dead"
"Humfrey Hewett","Oakenshield","male",NA,"",NA,"House Hewett","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0301003344481605,"alive"
"Ilyn Payne","Ser","male",NA,"Westeros",NA,"House Payne","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.224080267558528,"alive"
"Illyrio Mopatis","Magister","male",NA,"Pentoshi",NA,"House Targaryen","","","","Cousin to the Prince of Pentos",1,1,1,1,1,NA,NA,NA,1,1,1,0,0.394648829431438,"alive"
"Irri","","female",22,"Dothraki",283,"House Targaryen","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.193979933110367,"alive"
"Imry Florent","Ser","male",NA,"",NA,"House Florent","","","","",0,1,1,1,0,NA,NA,NA,NA,0,1,0,0.183946488294314,"dead"
"Jack-Be-Lucky","","male",NA,"",NA,"Brotherhood without banners","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Jacelyn Bywater","Ser","male",NA,"",NA,"House Bywater","","","","",0,1,1,1,0,NA,NA,NA,NA,0,1,0,0.130434782608695,"dead"
"Jason Mallister","Seagard","male",NA,"Riverlands",NA,"House Mallister","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.127090301003344,"alive"
"Jeyne Poole","","female",NA,"Northmen",NA,"House Poole","","","","Ramsay Bolton",1,1,1,1,1,NA,NA,NA,1,1,0,1,0.384615384615384,"alive"
"Jon Arryn","Eyrie","male",81,"Valemen",217,"House Arryn","","","","Jeyne Royce",1,1,1,1,1,NA,NA,NA,1,1,1,5,0.836120401337792,"dead"
"Jon Fossoway","Knight","male",NA,"Reach",NA,"House Fossoway of New Barrel","","","","Janna Tyrell",0,1,0,0,0,NA,NA,NA,1,1,1,0,0.187290969899665,"alive"
